gene_id	gene_symbol	gene_biotype	description
ENSRNOG00000024425	LOC100910636	protein_coding	zinc finger CW-type PWWP domain protein 1-like [Source:RGD Symbol;Acc:6497217]
ENSRNOG00000046007	Cldn3	protein_coding	claudin 3 [Source:RGD Symbol;Acc:68425]
ENSRNOG00000001404	Agfg2	protein_coding	ArfGAP with FG repeats 2 [Source:RGD Symbol;Acc:1306590]
ENSRNOG00000001407	Tfr2	protein_coding	transferrin receptor 2 [Source:RGD Symbol;Acc:1310152]
ENSRNOG00000001409	Gnb2	protein_coding	G protein subunit beta 2 [Source:RGD Symbol;Acc:69319]
ENSRNOG00000045952	Ephb4	protein_coding	EPH receptor B4 [Source:RGD Symbol;Acc:1583193]
ENSRNOG00000048580	Trip6	protein_coding	thyroid hormone receptor interactor 6 [Source:RGD Symbol;Acc:1583180]
ENSRNOG00000001415	Ap1s1	protein_coding	adaptor related protein complex 1 subunit sigma 1 [Source:RGD Symbol;Acc:1305911]
ENSRNOG00000001416	Vgf	protein_coding	VGF nerve growth factor inducible [Source:RGD Symbol;Acc:69399]
ENSRNOG00000001418	Znhit1	protein_coding	"zinc finger, HIT-type containing 1 [Source:RGD Symbol;Acc:2322870]"
ENSRNOG00000001420	Fis1	protein_coding	"fission, mitochondrial 1 [Source:RGD Symbol;Acc:1306668]"
ENSRNOG00000031346	Ift22	protein_coding	intraflagellar transport 22 [Source:RGD Symbol;Acc:1305370]
ENSRNOG00000023546	Hspb1	protein_coding	heat shock protein family B (small) member 1 [Source:RGD Symbol;Acc:61306]
ENSRNOG00000001439	Srrm3	protein_coding	serine/arginine repetitive matrix 3 [Source:RGD Symbol;Acc:1587868]
ENSRNOG00000001443	Rhbdd2	protein_coding	rhomboid domain containing 2 [Source:RGD Symbol;Acc:1308231]
ENSRNOG00000001449	Pom121	protein_coding	POM121 transmembrane nucleoporin [Source:RGD Symbol;Acc:620680]
ENSRNOG00000048699	Vps37d	protein_coding	"VPS37D, ESCRT-I subunit [Source:RGD Symbol;Acc:1587769]"
ENSRNOG00000001454	Eif4h	protein_coding	eukaryotic translation initiation factor 4H [Source:RGD Symbol;Acc:1359222]
ENSRNOG00000000888	Sbds	protein_coding	"SBDS, ribosome maturation factor [Source:RGD Symbol;Acc:1311043]"
ENSRNOG00000000918	Zbed5	protein_coding	"zinc finger, BED-type containing 5 [Source:RGD Symbol;Acc:1559988]"
ENSRNOG00000000926	Mrps17	protein_coding	mitochondrial ribosomal protein S17 [Source:RGD Symbol;Acc:1307650]
ENSRNOG00000038406	Tmem132b	protein_coding	transmembrane protein 132B [Source:RGD Symbol;Acc:1566191]
ENSRNOG00000000979	Bri3bp	protein_coding	Bri3 binding protein [Source:RGD Symbol;Acc:1561711]
ENSRNOG00000021705	LOC102556092	protein_coding	uncharacterized LOC102556092 [Source:RGD Symbol;Acc:7677226]
ENSRNOG00000001061	Rilpl2	protein_coding	Rab interacting lysosomal protein-like 2 [Source:RGD Symbol;Acc:1303140]
ENSRNOG00000001070	Cdk2ap1	protein_coding	cyclin-dependent kinase 2 associated protein 1 [Source:RGD Symbol;Acc:1308664]
ENSRNOG00000029260	Pitpnm2	protein_coding	"phosphatidylinositol transfer protein, membrane-associated 2 [Source:RGD Symbol;Acc:1310867]"
ENSRNOG00000001086	Vps37b	protein_coding	"VPS37B, ESCRT-I subunit [Source:RGD Symbol;Acc:1304576]"
ENSRNOG00000001106	Denr	protein_coding	density regulated reinitiation and release factor [Source:RGD Symbol;Acc:1584200]
ENSRNOG00000001238	Rsrc2	protein_coding	arginine and serine rich coiled-coil 2 [Source:RGD Symbol;Acc:1564882]
ENSRNOG00000001243	Zcchc8	protein_coding	zinc finger CCHC-type containing 8 [Source:RGD Symbol;Acc:1309774]
ENSRNOG00000001247	Clip1	protein_coding	CAP-GLY domain containing linker protein 1 [Source:RGD Symbol;Acc:67404]
ENSRNOG00000008470	Lrrc43	protein_coding	leucine rich repeat containing 43 [Source:RGD Symbol;Acc:1561461]
ENSRNOG00000042607	Rhof	protein_coding	"ras homolog family member F, filopodia associated [Source:RGD Symbol;Acc:1584038]"
ENSRNOG00000001336	Orai1	protein_coding	ORAI calcium release-activated calcium modulator 1 [Source:RGD Symbol;Acc:1311873]
ENSRNOG00000001274	Vps29	protein_coding	VPS29 retromer complex component [Source:RGD Symbol;Acc:1308332]
ENSRNOG00000028523	Tctn1	protein_coding	tectonic family member 1 [Source:RGD Symbol;Acc:1566266]
ENSRNOG00000031726	Oas1e	protein_coding	2'-5' oligoadenylate synthetase 1E [Source:RGD Symbol;Acc:1359611]
ENSRNOG00000050848	Dtx1	protein_coding	deltex E3 ubiquitin ligase 1 [Source:RGD Symbol;Acc:1585380]
ENSRNOG00000001374	Rasal1	protein_coding	RAS protein activator like 1 [Source:RGD Symbol;Acc:1311820]
ENSRNOG00000001383	Slc8b1	protein_coding	solute carrier family 8 member B1 [Source:RGD Symbol;Acc:1565818]
ENSRNOG00000001124	Rnft2	protein_coding	"ring finger protein, transmembrane 2 [Source:RGD Symbol;Acc:1560195]"
ENSRNOG00000001126	Fbxw8	protein_coding	F-box and WD repeat domain containing 8 [Source:RGD Symbol;Acc:1306032]
ENSRNOG00000001130	Nos1	protein_coding	nitric oxide synthase 1 [Source:RGD Symbol;Acc:3184]
ENSRNOG00000022698	Vsig10	protein_coding	V-set and immunoglobulin domain containing 10 [Source:RGD Symbol;Acc:1565800]
ENSRNOG00000001138	Taok3	protein_coding	TAO kinase 3 [Source:RGD Symbol;Acc:1562861]
ENSRNOG00000056955	Bicdl1	protein_coding	BICD family like cargo adaptor 1 [Source:RGD Symbol;Acc:1310292]
ENSRNOG00000021871	Gcn1	protein_coding	"GCN1, eIF2 alpha kinase activator homolog [Source:RGD Symbol;Acc:1593434]"
ENSRNOG00000001161	Gatc	protein_coding	glutamyl-tRNA amidotransferase subunit C [Source:RGD Symbol;Acc:1309698]
ENSRNOG00000001163	Srsf9	protein_coding	serine and arginine rich splicing factor 9 [Source:RGD Symbol;Acc:1309495]
ENSRNOG00000001177	Acads	protein_coding	acyl-CoA dehydrogenase short chain [Source:RGD Symbol;Acc:620514]
ENSRNOG00000001204	Ankrd13a	protein_coding	ankyrin repeat domain 13a [Source:RGD Symbol;Acc:1308577]
ENSRNOG00000028584	Alkbh2	protein_coding	"alkB homolog 2, alpha-ketoglutarate-dependent dioxygenase [Source:RGD Symbol;Acc:1306377]"
ENSRNOG00000000693	Svop	protein_coding	SV2 related protein [Source:RGD Symbol;Acc:620277]
ENSRNOG00000000697	Coro1c	protein_coding	coronin 1C [Source:RGD Symbol;Acc:1564490]
ENSRNOG00000059799	Ficd	protein_coding	FIC domain containing [Source:RGD Symbol;Acc:1359391]
ENSRNOG00000053045	Wscd2	protein_coding	WSC domain containing 2 [Source:RGD Symbol;Acc:1589744]
ENSRNOG00000000708	Sgsm1	protein_coding	small G protein signaling modulator 1 [Source:RGD Symbol;Acc:1308178]
ENSRNOG00000025612	Sez6l	protein_coding	seizure related 6 homolog like [Source:RGD Symbol;Acc:1563628]
ENSRNOG00000000661	Hps4	protein_coding	"HPS4, biogenesis of lysosomal organelles complex 3 subunit 2 [Source:RGD Symbol;Acc:1308070]"
ENSRNOG00000000665	Pitpnb	protein_coding	"phosphatidylinositol transfer protein, beta [Source:RGD Symbol;Acc:620143]"
ENSRNOG00000037505	Ulk1	protein_coding	unc-51 like autophagy activating kinase 1 [Source:RGD Symbol;Acc:1589743]
ENSRNOG00000037500	Pus1	protein_coding	pseudouridine synthase 1 [Source:RGD Symbol;Acc:1311871]
ENSRNOG00000049866	Plcxd1	protein_coding	"phosphatidylinositol-specific phospholipase C, X domain containing 1 [Source:RGD Symbol;Acc:1560935]"
ENSRNOG00000060048	Eif2s3y	protein_coding	"eukaryotic translation initiation factor 2, subunit 3, structural gene Y-linked [Source:RGD Symbol;Acc:2314438]"
ENSRNOG00000060617	AC241873.1	processed_transcript	"ubiquitously transcribed tetratricopeptide repeat, Y chromosome [Source:NCBI gene;Acc:100310845]"
ENSRNOG00000030478	AY172581.9	Mt_rRNA	NA
ENSRNOG00000029171	AY172581.3	Mt_tRNA	NA
ENSRNOG00000043866	AY172581.24	Mt_rRNA	NA
ENSRNOG00000030644	Mt-nd1	protein_coding	mitochondrially encoded NADH dehydrogenase 1 [Source:RGD Symbol;Acc:620555]
ENSRNOG00000032274	AY172581.15	Mt_tRNA	NA
ENSRNOG00000031033	Mt-nd2	protein_coding	mitochondrially encoded NADH dehydrogenase 2 [Source:RGD Symbol;Acc:620556]
ENSRNOG00000034234	Mt-co1	protein_coding	mitochondrially encoded cytochrome c oxidase 1 [Source:RGD Symbol;Acc:621871]
ENSRNOG00000030371	Mt-co2	protein_coding	mitochondrially encoded cytochrome c oxidase II [Source:RGD Symbol;Acc:621872]
ENSRNOG00000033299	Mt-atp8	protein_coding	mitochondrially encoded ATP synthase 8 [Source:RGD Symbol;Acc:621240]
ENSRNOG00000031979	Mt-atp6	protein_coding	mitochondrially encoded ATP synthase 6 [Source:RGD Symbol;Acc:621239]
ENSRNOG00000030700	Mt-co3	protein_coding	mitochondrially encoded cytochrome c oxidase III [Source:RGD Symbol;Acc:621873]
ENSRNOG00000033615	Mt-nd3	protein_coding	mitochondrially encoded NADH dehydrogenase 3 [Source:RGD Symbol;Acc:620557]
ENSRNOG00000031053	Mt-nd4l	protein_coding	mitochondrially encoded NADH 4L dehydrogenase [Source:RGD Symbol;Acc:620494]
ENSRNOG00000029971	Mt-nd5	protein_coding	mitochondrially encoded NADH dehydrogenase 5 [Source:RGD Symbol;Acc:620560]
ENSRNOG00000029042	Mt-nd6	protein_coding	mitochondrially encoded NADH dehydrogenase 6 [Source:RGD Symbol;Acc:620561]
ENSRNOG00000032997	AY172581.20	Mt_tRNA	NA
ENSRNOG00000031766	Mt-cyb	protein_coding	mitochondrially encoded cytochrome b [Source:RGD Symbol;Acc:620081]
ENSRNOG00000054871	LOC103694865	protein_coding	TATA-binding protein-associated factor 2N-like [Source:RGD Symbol;Acc:9277142]
ENSRNOG00000016749	Klhl10	protein_coding	kelch-like family member 10 [Source:RGD Symbol;Acc:1303290]
ENSRNOG00000061533	AABR07001926.3	protein_coding	NA
ENSRNOG00000003567	Ppox	protein_coding	protoporphyrinogen oxidase [Source:RGD Symbol;Acc:1310543]
ENSRNOG00000001470	Limk1	protein_coding	LIM domain kinase 1 [Source:RGD Symbol;Acc:62055]
ENSRNOG00000005263	Scaf11	protein_coding	SR-related CTD-associated factor 11 [Source:RGD Symbol;Acc:1598325]
ENSRNOG00000042777	Zfp28	protein_coding	zinc finger protein 28 [Source:RGD Symbol;Acc:7679103]
ENSRNOG00000011588	Rnf146	protein_coding	ring finger protein 146 [Source:RGD Symbol;Acc:1306482]
ENSRNOG00000014166	Smoc2	protein_coding	SPARC related modular calcium binding 2 [Source:RGD Symbol;Acc:1306681]
ENSRNOG00000011011	Nmb	protein_coding	neuromedin B [Source:RGD Symbol;Acc:1562710]
ENSRNOG00000020991	Ms4a6a	protein_coding	membrane spanning 4-domains A6A [Source:RGD Symbol;Acc:1305800]
ENSRNOG00000042679	AABR07006860.1	protein_coding	ligand dependent nuclear receptor corepressor [Source:NCBI gene;Acc:365462]
ENSRNOG00000055976	AABR07006866.1	pseudogene	NA
ENSRNOG00000012810	Rfesd	protein_coding	Rieske (Fe-S) domain containing [Source:RGD Symbol;Acc:1308284]
ENSRNOG00000008602	Steap4	protein_coding	STEAP4 metalloreductase [Source:RGD Symbol;Acc:1560331]
ENSRNOG00000007029	Dnaja1	protein_coding	DnaJ heat shock protein family (Hsp40) member A1 [Source:RGD Symbol;Acc:620942]
ENSRNOG00000014762	Ppie	protein_coding	peptidylprolyl isomerase E [Source:RGD Symbol;Acc:1311411]
ENSRNOG00000060181	AABR07050321.2	protein_coding	NA
ENSRNOG00000049430	Mpv17	protein_coding	mitochondrial inner membrane protein MPV17 [Source:RGD Symbol;Acc:1310512]
ENSRNOG00000025584	Agap2	protein_coding	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2 [Source:RGD Symbol;Acc:628844]"
ENSRNOG00000004936	Sdc2	protein_coding	syndecan 2 [Source:RGD Symbol;Acc:3649]
ENSRNOG00000008786	Ap1b1	protein_coding	adaptor related protein complex 1 subunit beta 1 [Source:RGD Symbol;Acc:2064]
ENSRNOG00000002394	Tpr	protein_coding	"translocated promoter region, nuclear basket protein [Source:RGD Symbol;Acc:1310664]"
ENSRNOG00000028236	RGD1309104	protein_coding	similar to RIKEN cDNA 1700025G04 gene [Source:RGD Symbol;Acc:1309104]
ENSRNOG00000003928	Tmco1	protein_coding	transmembrane and coiled-coil domains 1 [Source:RGD Symbol;Acc:1359178]
ENSRNOG00000038474	LOC102552882	protein_coding	uncharacterized LOC102552882 [Source:RGD Symbol;Acc:7558982]
ENSRNOG00000062101	Ace	protein_coding	angiotensin I converting enzyme [Source:RGD Symbol;Acc:2493]
ENSRNOG00000045615	LOC688286	protein_coding	similar to threonine aldolase 1 [Source:RGD Symbol;Acc:1591140]
ENSRNOG00000019978	Parg	protein_coding	poly (ADP-ribose) glycohydrolase [Source:RGD Symbol;Acc:620387]
ENSRNOG00000024924	Cep19	protein_coding	centrosomal protein 19 [Source:RGD Symbol;Acc:621352]
ENSRNOG00000013851	Spry4	protein_coding	sprouty RTK signaling antagonist 4 [Source:RGD Symbol;Acc:1305324]
ENSRNOG00000000486	Ggnbp1	protein_coding	gametogenetin binding protein 1 [Source:RGD Symbol;Acc:1359729]
ENSRNOG00000024435	AABR07035946.1	protein_coding	polypeptide N-acetylgalactosaminyltransferase 17 [Source:NCBI gene;Acc:288611]
ENSRNOG00000004532	Dipk1b	protein_coding	divergent protein kinase domain 1B [Source:RGD Symbol;Acc:1308600]
ENSRNOG00000015916	Ttc38	protein_coding	tetratricopeptide repeat domain 38 [Source:RGD Symbol;Acc:1306041]
ENSRNOG00000018391	Cdk2ap2	protein_coding	cyclin-dependent kinase 2 associated protein 2 [Source:RGD Symbol;Acc:1588883]
ENSRNOG00000020646	Sdhaf2	protein_coding	succinate dehydrogenase complex assembly factor 2 [Source:RGD Symbol;Acc:1309216]
ENSRNOG00000055860	Arl8b	protein_coding	ADP-ribosylation factor like GTPase 8B [Source:RGD Symbol;Acc:1562830]
ENSRNOG00000026474	Cad	protein_coding	"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase [Source:RGD Symbol;Acc:1588606]"
ENSRNOG00000018803	Mrtfa	protein_coding	myocardin related transcription factor A [Source:RGD Symbol;Acc:1304873]
ENSRNOG00000001265	Mad1l1	protein_coding	mitotic arrest deficient 1 like 1 [Source:RGD Symbol;Acc:1596881]
ENSRNOG00000020601	Hmg20b	protein_coding	high mobility group 20 B [Source:RGD Symbol;Acc:1309235]
ENSRNOG00000020416	Zfr2	protein_coding	zinc finger RNA binding protein 2 [Source:RGD Symbol;Acc:1304737]
ENSRNOG00000024870	Anks1b	protein_coding	ankyrin repeat and sterile alpha motif domain containing 1B [Source:RGD Symbol;Acc:1565556]
ENSRNOG00000002248	Fryl	protein_coding	FRY like transcription coactivator [Source:RGD Symbol;Acc:1311309]
ENSRNOG00000046327	Rbpj	protein_coding	recombination signal binding protein for immunoglobulin kappa J region [Source:RGD Symbol;Acc:1593096]
ENSRNOG00000012184	Urgcp	protein_coding	upregulator of cell proliferation [Source:RGD Symbol;Acc:1564681]
ENSRNOG00000053635	Zkscan8	protein_coding	zinc finger with KRAB and SCAN domains 8 [Source:RGD Symbol;Acc:1308983]
ENSRNOG00000001151	Sirt4	protein_coding	sirtuin 4 [Source:RGD Symbol;Acc:1310413]
ENSRNOG00000027522	Slc25a54	protein_coding	"solute carrier family 25, member 54 [Source:RGD Symbol;Acc:1583925]"
ENSRNOG00000031453	Manbal	protein_coding	mannosidase beta like [Source:RGD Symbol;Acc:1561447]
ENSRNOG00000004009	Xpnpep2	protein_coding	X-prolyl aminopeptidase 2 [Source:RGD Symbol;Acc:621277]
ENSRNOG00000042726	RGD1560775	protein_coding	similar to RIKEN cDNA 4930579C12 gene [Source:RGD Symbol;Acc:1560775]
ENSRNOG00000042464	Fbxo25	protein_coding	F-box protein 25 [Source:MGI Symbol;Acc:MGI:1914072]
ENSRNOG00000060429	AABR07002065.2	protein_coding	NA
ENSRNOG00000008915	Prima1	protein_coding	proline rich membrane anchor 1 [Source:RGD Symbol;Acc:1583978]
ENSRNOG00000007921	Hnrnpm	protein_coding	heterogeneous nuclear ribonucleoprotein M [Source:RGD Symbol;Acc:620369]
ENSRNOG00000014256	Foxa3	protein_coding	forkhead box A3 [Source:RGD Symbol;Acc:2809]
ENSRNOG00000008810	Nsmf	protein_coding	NMDA receptor synaptonuclear signaling and neuronal migration factor [Source:RGD Symbol;Acc:619819]
ENSRNOG00000005958	Rrbp1	protein_coding	ribosome binding protein 1 [Source:RGD Symbol;Acc:1306536]
ENSRNOG00000009795	Nfib	protein_coding	nuclear factor I/B [Source:RGD Symbol;Acc:62015]
ENSRNOG00000021987	Tnfrsf17	protein_coding	TNF receptor superfamily member 17 [Source:RGD Symbol;Acc:1304703]
ENSRNOG00000048838	Gjc1	protein_coding	"gap junction protein, gamma 1 [Source:RGD Symbol;Acc:628889]"
ENSRNOG00000045638	AABR07019083.2	miRNA	NA
ENSRNOG00000055545	LOC102546862	lincRNA	uncharacterized LOC102546862 [Source:RGD Symbol;Acc:7606230]
ENSRNOG00000003853	Scoc	protein_coding	short coiled-coil protein [Source:RGD Symbol;Acc:1311860]
ENSRNOG00000003686	Tbl1x	protein_coding	transducin (beta)-like 1 X-linked [Source:RGD Symbol;Acc:1563868]
ENSRNOG00000048363	Dnah5	protein_coding	"dynein, axonemal, heavy chain 5 [Source:RGD Symbol;Acc:1560828]"
ENSRNOG00000024824	Col22a1	protein_coding	collagen type XXII alpha 1 chain [Source:RGD Symbol;Acc:1309081]
ENSRNOG00000062032	AABR07021401.1	unprocessed_pseudogene	NA
ENSRNOG00000006989	Vamp2	protein_coding	vesicle-associated membrane protein 2 [Source:RGD Symbol;Acc:3949]
ENSRNOG00000009819	Vezf1	protein_coding	vascular endothelial zinc finger 1 [Source:RGD Symbol;Acc:1308058]
ENSRNOG00000033912	Fcho1	protein_coding	FCH domain only 1 [Source:RGD Symbol;Acc:1307683]
ENSRNOG00000000495	Uhrf1bp1	protein_coding	UHRF1 binding protein 1 [Source:RGD Symbol;Acc:1307264]
ENSRNOG00000060496	Kdm5d	protein_coding	lysine demethylase 5D [Source:RGD Symbol;Acc:2314436]
ENSRNOG00000056038	Ehbp1l1	protein_coding	EH domain binding protein 1-like 1 [Source:RGD Symbol;Acc:1563823]
ENSRNOG00000013813	Ubtd1	protein_coding	ubiquitin domain containing 1 [Source:RGD Symbol;Acc:1308172]
ENSRNOG00000009771	Cdh10	protein_coding	cadherin 10 [Source:RGD Symbol;Acc:619741]
ENSRNOG00000060571	Tmem189	protein_coding	transmembrane protein 189 [Source:RGD Symbol;Acc:1309093]
ENSRNOG00000018229	Slc45a1	protein_coding	"solute carrier family 45, member 1 [Source:RGD Symbol;Acc:708502]"
ENSRNOG00000020302	Klhl17	protein_coding	kelch-like family member 17 [Source:RGD Symbol;Acc:708444]
ENSRNOG00000004903	Ebp	protein_coding	"EBP, cholestenol delta-isomerase [Source:RGD Symbol;Acc:620957]"
ENSRNOG00000011419	Aldh6a1	protein_coding	"aldehyde dehydrogenase 6 family, member A1 [Source:RGD Symbol;Acc:621556]"
ENSRNOG00000052017	Dio3	pseudogene	iodothyronine deiodinase 3 [Source:RGD Symbol;Acc:68420]
ENSRNOG00000053803	AABR07058656.1	lincRNA	NA
ENSRNOG00000019316	Sh3bp4	protein_coding	SH3-domain binding protein 4 [Source:RGD Symbol;Acc:620219]
ENSRNOG00000009667	Mlst8	protein_coding	"MTOR associated protein, LST8 homolog [Source:RGD Symbol;Acc:69242]"
ENSRNOG00000046202	Metrnl	protein_coding	"meteorin-like, glial cell differentiation regulator [Source:RGD Symbol;Acc:1359271]"
ENSRNOG00000033545	AY172581.21	Mt_tRNA	NA
ENSRNOG00000017223	Plg	protein_coding	plasminogen [Source:RGD Symbol;Acc:619893]
ENSRNOG00000058909	Rps9	protein_coding	ribosomal protein S9 [Source:RGD Symbol;Acc:619889]
ENSRNOG00000015376	Npas1	protein_coding	neuronal PAS domain protein 1 [Source:RGD Symbol;Acc:1310040]
ENSRNOG00000024278	Rbm42	protein_coding	RNA binding motif protein 42 [Source:RGD Symbol;Acc:1306184]
ENSRNOG00000017918	Iglon5	protein_coding	IgLON family member 5 [Source:RGD Symbol;Acc:1305344]
ENSRNOG00000013381	Tsg101	protein_coding	tumor susceptibility 101 [Source:RGD Symbol;Acc:3909]
ENSRNOG00000012683	Abhd17c	protein_coding	abhydrolase domain containing 17C [Source:RGD Symbol;Acc:1308210]
ENSRNOG00000010427	Ipo7	protein_coding	importin 7 [Source:RGD Symbol;Acc:1310849]
ENSRNOG00000015912	Ptdss2	protein_coding	phosphatidylserine synthase 2 [Source:RGD Symbol;Acc:1307914]
ENSRNOG00000020989	Tm7sf2	protein_coding	transmembrane 7 superfamily member 2 [Source:RGD Symbol;Acc:1311205]
ENSRNOG00000015268	Plpp6	protein_coding	phospholipid phosphatase 6 [Source:RGD Symbol;Acc:1566000]
ENSRNOG00000019435	Psd	protein_coding	pleckstrin and Sec7 domain containing [Source:RGD Symbol;Acc:620297]
ENSRNOG00000018230	Gtf2h2	protein_coding	general transcription factor IIH subunit 2 [Source:RGD Symbol;Acc:1310499]
ENSRNOG00000011923	Mgarp	protein_coding	mitochondria-localized glutamic acid-rich protein [Source:RGD Symbol;Acc:1586369]
ENSRNOG00000029209	Rnf13	protein_coding	ring finger protein 13 [Source:RGD Symbol;Acc:1594062]
ENSRNOG00000047002	Fstl5	protein_coding	follistatin-like 5 [Source:RGD Symbol;Acc:1306858]
ENSRNOG00000015153	Ints3	protein_coding	integrator complex subunit 3 [Source:RGD Symbol;Acc:1304593]
ENSRNOG00000020438	Prpf38b	protein_coding	pre-mRNA processing factor 38B [Source:RGD Symbol;Acc:1562940]
ENSRNOG00000011844	Ints12	protein_coding	integrator complex subunit 12 [Source:RGD Symbol;Acc:1359136]
ENSRNOG00000008980	Rbm48	protein_coding	RNA binding motif protein 48 [Source:RGD Symbol;Acc:1310794]
ENSRNOG00000011145	Crhr2	protein_coding	corticotropin releasing hormone receptor 2 [Source:RGD Symbol;Acc:70547]
ENSRNOG00000014501	Zfp638	protein_coding	zinc finger protein 638 [Source:RGD Symbol;Acc:1309746]
ENSRNOG00000013933	Med27	protein_coding	mediator complex subunit 27 [Source:RGD Symbol;Acc:1564993]
ENSRNOG00000053122	Scn1a	protein_coding	sodium voltage-gated channel alpha subunit 1 [Source:RGD Symbol;Acc:69364]
